company,agency_name,agency_type,sworn_active_persnl,hq_addr1,hq_addr2,hq_city,hq_state,hq_zip,addr1,addr2,po_box,city,state,county,zip,hq_ph,hq_fax,org_type,website,fips,Full_Address,Latitude,Longitude
Williamson County Sheriff's Office,Texas Alcoholic Beverage Commission,Special jurisdiction,277, , , , , ,5806 Mesa Drive,Enforcement Training Section, ,Austin,TX,Travis,78731, , , , ,48453,"5806 Mesa Drive, Austin, TX 78731",30.3421103,-97.7712124
Williamson County Sheriff's Office,Waco Police Department,Local police department,246, , , , , ,721 N. 4Th, , ,Waco,TX,McLennan,76701, , , , ,48309,"721 N. 4Th, Waco, TX 76701",31.5624483,-97.1357805
Williamson County Sheriff's Office,Williamson County Sheriff's Office,Sheriff's office,206, , , , , ,200 W Jefferson St, , ,Georgetown,TX,Williamson,78626, , , , ,48491,"200 W Jefferson St, Georgetown, TX 78626",30.6414662,-97.6812055
Williamson County Sheriff's Office,McLennan County Sheriff's Office,Sheriff's office,200, , , , , ,901 Washington Avenue, , ,Waco,TX,McLennan,76701, , , , ,48309,"901 Washington Avenue, Waco, TX 76701",31.5545724,-97.1367872
Williamson County Sheriff's Office,Killeen Police Department,Local police department,190, , , , , ,402 N. 2Nd Street, , ,Killeen,TX,Bell,76541, , , , ,48027,"402 N. 2Nd Street, Killeen, TX 76541",31.1216937,-97.7295669
Williamson County Sheriff's Office,Round Rock Police Department,Local police department,133, , , , , ,2701 N. Mays St., , ,Round Rock,TX,Williamson,78665, , , , ,48491,"2701 N. Mays St., Round Rock, TX 78665",30.5408259,-97.6870314
Williamson County Sheriff's Office,Temple Police Department,Local police department,132, , , , , ,Post Office Box 160, , ,Temple,TX,Bell,76501, , , , ,48027,"Post Office Box 160, Temple, TX 76501",31.082147,-97.2437105
Williamson County Sheriff's Office,Hays County Sheriff's Office,Sheriff's office,124, , , , , ,1307 Uhland Rd, , ,San Marcos,TX,Hays,78666, , , , ,48209,"1307 Uhland Rd, San Marcos, TX 78666",29.8964274,-97.9037991
Williamson County Sheriff's Office,Bryan Police Department,Local police department,123, , , , , ,103 North Beech Street, , ,Bryan,TX,Brazos,77805, , , , ,48041,"103 North Beech Street, Bryan, TX 77805",30.6743643,-96.3699632
Yoakum Police Department,Texas Department of Public Safety,Primary state law enforcement agency,3529, , , , , ,"Attn: Cindy Torres, Hr",P O Box 4087, ,Austin,TX,Travis,78773, , , , ,48453,"Attn: Cindy Torres, Hr, Austin, TX 78773",30.32999999999999,-97.7
Yoakum Police Department,San Antonio Police Department,Local police department,2020, , , , , ,214 W. Nueva St., , ,San Antonio,TX,Bexar,78207, , , , ,48029,"214 W. Nueva St., San Antonio, TX 78207",29.4227696,-98.4970303
Yoakum Police Department,Austin Police Department,Local police department,1515, , , , , ,201 1St Street Ne, , ,Austin,TX,Travis,78768, , , , ,48453,"201 1St Street Ne, Austin, TX 78768",30.27,-97.74
Yoakum Police Department,Bexar County Sheriff's Office,Sheriff's office,526, , , , , ,200 N Comal, , ,San Antonio,TX,Bexar,78207, , , , ,48029,"200 N Comal, San Antonio, TX 78207",29.4285128,-98.5066296
Yoakum Police Department,Texas Parks & Wildlife Department,Special jurisdiction,480, , , , , ,4200 Smith School Rd,Attn: Randall Odom, ,Austin,TX,Travis,78744, , , , ,48453,"4200 Smith School Rd, Austin, TX 78744",30.1927581,-97.7153718
Yoakum Police Department,Corpus Christi Police Department,Local police department,448, , , , , ,P. O. Box 9016, , ,Corpus Christi,TX,Nueces,78469, , , , ,48355,"P. O. Box 9016, Corpus Christi, TX 78469",27.798027,-97.4290094
Yoakum Police Department,Fort Bend County Sheriff's Office,Sheriff's office,400, , , , , ,1410 Ransom Rd, , ,Richmond,TX,Fort Bend,77469, , , , ,48157,"1410 Ransom Rd, Richmond, TX 77469",29.5640319,-95.7052364
Yoakum Police Department,Harris County Constable Pct. 5,Constable/marshal,318, , , , , ,17423 Katy Freeway, , ,Houston,TX,Harris,77094, , , , ,48201,"17423 Katy Freeway, Houston, TX 77094",29.783774,-95.6824889
Yoakum Police Department,Travis County Sheriff's Office,Sheriff's office,290, , , , , ,P.O. Box 1748, , ,Austin,TX,Travis,78767, , , , ,48453,"P.O. Box 1748, Austin, TX 78767",30.2694174,-97.739694
Yoakum Police Department,Texas Alcoholic Beverage Commission,Special jurisdiction,277, , , , , ,5806 Mesa Drive,Enforcement Training Section, ,Austin,TX,Travis,78731, , , , ,48453,"5806 Mesa Drive, Austin, TX 78731",30.3421103,-97.7712124
Yoakum Police Department,Round Rock Police Department,Local police department,133, , , , , ,2701 N. Mays St., , ,Round Rock,TX,Williamson,78665, , , , ,48491,"2701 N. Mays St., Round Rock, TX 78665",30.5408259,-97.6870314
Yoakum Police Department,Sugar Land Police Department,Local police department,130, , , , , ,PO BOX 110, , ,Sugar Land,TX,Fort Bend,77478, , , , ,48157,"PO BOX 110, Sugar Land, TX 77478",29.6185208,-95.6090009
Yoakum Police Department,Hays County Sheriff's Office,Sheriff's office,124, , , , , ,1307 Uhland Rd, , ,San Marcos,TX,Hays,78666, , , , ,48209,"1307 Uhland Rd, San Marcos, TX 78666",29.8964274,-97.9037991
