company,agency_name,agency_type,sworn_active_persnl,hq_addr1,hq_addr2,hq_city,hq_state,hq_zip,addr1,addr2,po_box,city,state,county,zip,hq_ph,hq_fax,org_type,website,fips,Full_Address,Latitude,Longitude
Franklin County Sheriff's Office,Seymour Johnson Air Force Base Fire Department,Career,84,2010 Jabara AVE,4 CES/CEF,Seymour Johnson AFB,NC,27531-2522,2010 Jabarrha AVE,4 CES/CEF, ,Seymour Johnson AFB,NC,Wayne,27531-2522,919-722-4113,919-722-4104,Federal government (Department of Defense fire department), , ,"2010 Jabarrha AVE, Seymour Johnson AFB, NC 27531-2522",35.340096,-77.9615323
Franklin County Sheriff's Office,Toyota North Carolina,Career,21,5938 Julian Airport RD, ,Liberty,NC,27298, , ,PO Box 5938 Julian Airport RD,Liberty,NC,Randolph,27298-8038,743-557-6900, ,Private or industrial fire brigade, , ," , Liberty, NC 27298-8038",35.8534705,-79.5716903
Franklin County Sheriff's Office,Wilson Fire/Rescue Services,Career,96,307 Hines ST W, ,Wilson,NC,27893, , ,PO Box 10,Wilson,NC,Wilson,27894-0010,252-399-2891,252-399-2893,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.wilsonnc.org/, ," , Wilson, NC 27894-0010",35.72,-77.92
Grant Parish Sheriff's Office,Jackson Parish Sheriff's Office,Sheriff's office,105, , , , , ,500 E Court St Rm 100, , ,Jonesboro,LA,Jackson,71251, , , , ,22049,"500 E Court St Rm 100, Jonesboro, LA 71251",32.2403116,-92.7160197
Grant Parish Sheriff's Office,Acadia Parish Sheriff's Office,Sheriff's office,105, , , , , ,1037 Capitol Ave,PO Box 289, ,Crowley,LA,Acadia,70527, , , , ,22001,"1037 Capitol Ave, Crowley, LA 70527",30.2070536,-92.3983067
Grant Parish Sheriff's Office,Franklin Parish Sheriff's Office,Sheriff's office,100, , , , , ,6556 Main St, , ,Winnsboro,LA,Franklin,71295, , , , ,22041,"6556 Main St, Winnsboro, LA 71295",32.165727,-91.71371820000002
Grant Parish Sheriff's Office,Pointe Coupee Parish Sheriff's Office,Sheriff's office,97, , , , , ,Po Box 248, , ,New Roads,LA,Pointe Coupee,70760, , , , ,22077,"Po Box 248, New Roads, LA 70760",30.6955107,-91.4341585
Grant Parish Sheriff's Office,St. Landry Parish Sheriff's Office,Sheriff's office,90, , , , , ,Po Box 1029, , ,Opelousas,LA,St. Landry,70571, , , , ,22097,"Po Box 1029, Opelousas, LA 70571",30.535195,-92.072237
Grant Parish Sheriff's Office,De Soto Parish Sheriff's Office,Sheriff's office,81, , , , , ,205 Franklin St, , ,Mansfield,LA,De Soto,71052, , , , ,22031,"205 Franklin St, Mansfield, LA 71052",32.0394301,-93.709586
Grant Parish Sheriff's Office,West Monroe Police Department,Local police department,78, , , , , ,2301 N. 7Th St., , ,West Monroe,LA,Ouachita,71291, , , , ,22073,"2301 N. 7Th St., West Monroe, LA 71291",32.5202476,-92.1485639
Grant Parish Sheriff's Office,Sabine Parish Sheriff's Office,Sheriff's office,71, , , , , ,Po Box 1440, , ,Many,LA,Sabine,71449, , , , ,22085,"Po Box 1440, Many, LA 71449",31.5687848,-93.4840645
Grant Parish Sheriff's Office,Jefferson Davis Parish Sheriff's Office,Sheriff's office,67, , , , , ,Po Box 863, , ,Jennings,LA,Jefferson Davis,70546, , , , ,22053,"Po Box 863, Jennings, LA 70546",30.2478896,-92.6387795
Grant Parish Sheriff's Office,Vernon Parish Sheriff's Office,Sheriff's office,64, , , , , ,Po Box 649,203 S Third St, ,Leesville,LA,Vernon,71496, , , , ,22115,"Po Box 649, Leesville, LA 71496",31.14,-93.26
Grant Parish Sheriff's Office,Beauregard Parish Sheriff's Office,Sheriff's office,63, , , , , ,Po Box 370, , ,Deridder,LA,Beauregard,70634, , , , ,22011,"Po Box 370, Deridder, LA 70634",30.8463055,-93.2890527
Grant Parish Sheriff's Office,Opelousas Police Department,Local police department,58, , , , , ,Po Box 1757, , ,Opelousas,LA,St. Landry,70571, , , , ,22097,"Po Box 1757, Opelousas, LA 70571",30.535195,-92.072237
Grant Parish Sheriff's Office,Pineville Police Department,Local police department,57, , , , , ,Post Office Box 220, , ,Pineville,LA,Rapides,71360, , , , ,22079,"Post Office Box 220, Pineville, LA 71360",31.3224044,-92.4343035
Grant Parish Sheriff's Office,West Feliciana Parish Sheriff's Office,Sheriff's office,50, , , , , ,4789 Prosperity St,PO Box 1844, ,Saint Francisville,LA,West Feliciana,70775, , , , ,22125,"4789 Prosperity St, Saint Francisville, LA 70775",30.7753336,-91.3864087
Grant Parish Sheriff's Office,Louisiana State University Health Sciences Center Police Dept,Special jurisdiction,49, , , , , ,Po Box 33932, , ,Shreveport,LA,Caddo,71130, , , , ,22017,"Po Box 33932, Shreveport, LA 71130",32.5251516,-93.7501789
Grant Parish Sheriff's Office,Natchitoches Police Department,Local police department,46, , , , , ,400 Amulet St., , ,Natchitoches,LA,Natchitoches,71457, , , , ,22069,"400 Amulet St., Natchitoches, LA 71457",31.758435,-93.0915489
Grant Parish Sheriff's Office,Lincoln Parish Sheriff's Office,Sheriff's office,46, , , , , ,Po Box 2070, , ,Ruston,LA,Lincoln,71270, , , , ,22061,"Po Box 2070, Ruston, LA 71270",32.5262454,-92.6489803
Grant Parish Sheriff's Office,Grant Parish Sheriff's Office,Sheriff's office,45, , , , , ,Po Box 187, , ,Colfax,LA,Grant,71417, , , , ,22043,"Po Box 187, Colfax, LA 71417",31.5190623,-92.706816
Grant Parish Sheriff's Office,Natchitoches Parish Sheriff's Office,Sheriff's office,45, , , , , ,Po Box 266,200 Church St, ,Natchitoches,LA,Natchitoches,71458, , , , ,22069,"Po Box 266, Natchitoches, LA 71458",31.76182309999999,-93.0882876
Grant Parish Sheriff's Office,La Salle Parish Sheriff's Office,Sheriff's office,42, , , , , ,Po Box 70, , ,Jena,LA,La Salle,71342, , , , ,22059,"Po Box 70, Jena, LA 71342",31.6832271,-92.1337448
Grant Parish Sheriff's Office,Sulphur Police Department,Local police department,41, , , , , ,Po Box 1309, , ,Sulphur,LA,Calcasieu,70664, , , , ,22019,"Po Box 1309, Sulphur, LA 70664",30.2317874,-93.3507801
Grant Parish Sheriff's Office,Webster Parish Sheriff's Office,Sheriff's office,40, , , , , ,Po Box 877,410 Main St, ,Minden,LA,Webster,71058, , , , ,22119,"Po Box 877, Minden, LA 71058",32.6160847,-93.2886169
Grant Parish Sheriff's Office,Crowley Police Department,Local police department,38, , , , , ,Po Box 436, , ,Crowley,LA,Acadia,70526, , , , ,22001,"Po Box 436, Crowley, LA 70526",30.2070204,-92.3616203
Grant Parish Sheriff's Office,Morehouse Parish Sheriff's Office,Sheriff's office,38, , , , , ,351 S Franklin St, , ,Bastrop,LA,Morehouse,71220, , , , ,22067,"351 S Franklin St, Bastrop, LA 71220",32.7757553,-91.9127942
Grant Parish Sheriff's Office,Claiborne Parish Sheriff's Office,Sheriff's office,37, , , , , ,613 E Main St, , ,Homer,LA,Claiborne,71040, , , , ,22027,"613 E Main St, Homer, LA 71040",32.79295159999999,-93.0548936
Grant Parish Sheriff's Office,Ruston Police Department,Local police department,36, , , , , ,5117 N Winnifred Street,5219 N SHIRLEY STREET, ,Ruston,LA,Lincoln,71273, , , , ,22061,"5117 N Winnifred Street, Ruston, LA 71273",32.5232053,-92.637927
Grant Parish Sheriff's Office,Bastrop Police Department,Local police department,35, , , , , ,202 E. Jefferson St., , ,Bastrop,LA,Morehouse,71220, , , , ,22067,"202 E. Jefferson St., Bastrop, LA 71220",32.7785879,-91.9165958
Grant Parish Sheriff's Office,Minden Police Department,Local police department,33, , , , , ,Po Box 580, , ,Minden,LA,Webster,71055, , , , ,22119,"Po Box 580, Minden, LA 71055",32.7200835,-93.2986106
Grant Parish Sheriff's Office,Eunice Police Department,Local police department,32, , , , , ,300 South 2Nd St., , ,Eunice,LA,St. Landry,70535, , , , ,22097,"300 South 2Nd St., Eunice, LA 70535",30.492231,-92.4154603
Grant Parish Sheriff's Office,Bienville Parish Sheriff's Office,Sheriff's office,31, , , , , ,Po Box 328, , ,Arcadia,LA,Bienville,71001, , , , ,22013,"Po Box 328, Arcadia, LA 71001",32.5490406,-92.920158
Grant Parish Sheriff's Office,Union Parish Sheriff's Office,Sheriff's office,30, , , , , ,100 E Bayou St,Ste 101, ,Farmerville,LA,Union,71241, , , , ,22111,"100 E Bayou St, Farmerville, LA 71241",32.7736793,-92.404952
Grant Parish Sheriff's Office,Leesville Police Department,Local police department,28, , , , , ,101 West Lee St., , ,Leesville,LA,Vernon,71496, , , , ,22115,"101 West Lee St., Leesville, LA 71496",31.1435055,-93.2642291
Grant Parish Sheriff's Office,Caldwell Parish Sheriff's Office,Sheriff's office,28, , , , , ,Po Box 60, , ,Columbia,LA,Caldwell,71418, , , , ,22021,"Po Box 60, Columbia, LA 71418",32.1051567,-92.0779129
Grant Parish Sheriff's Office,Allen Parish Sheriff's Office,Sheriff's office,27, , , , , ,Po Box 278,601 Court St, ,Oberlin,LA,Allen,70655, , , , ,22003,"Po Box 278, Oberlin, LA 70655",30.6201984,-92.7626462
Grant Parish Sheriff's Office,Red River Parish Sheriff's Office,Sheriff's office,26, , , , , ,Po Box 375,615 E Carroll St, ,Coushatta,LA,Red River,71019, , , , ,22081,"Po Box 375, Coushatta, LA 71019",32.0148834,-93.3421165
Grant Parish Sheriff's Office,Westlake Police Department,Local police department,25, , , , , ,27300 Hilliard Blvd, , ,Westlake,LA,Calcasieu,70669, , , , ,22019,"27300 Hilliard Blvd, Westlake, LA 70669",30.2421496,-93.2507099
Grant Parish Sheriff's Office,Deridder Police Department,Local police department,24, , , , , ,200 South Jefferson, , ,Deridder,LA,Beauregard,70634, , , , ,22011,"200 South Jefferson, Deridder, LA 70634",30.8451331,-93.2854274
Grant Parish Sheriff's Office,Jennings Police Department,Local police department,24, , , , , ,Post Office Box 209, , ,Jennings,LA,Jefferson Davis,70546, , , , ,22053,"Post Office Box 209, Jennings, LA 70546",30.2478896,-92.6387795
Grant Parish Sheriff's Office,Winn Parish Sheriff's Office,Sheriff's office,23, , , , , ,Po Box 950, , ,Winnfield,LA,Winn,71483, , , , ,22127,"Po Box 950, Winnfield, LA 71483",31.9254413,-92.6395931
Grant Parish Sheriff's Office,Carencro Police Department,Local police department,23, , , , , ,110 Centennial Dr, , ,Carencro,LA,Lafayette,70520, , , , ,22055,"110 Centennial Dr, Carencro, LA 70520",30.3298187,-92.0495628
Grant Parish Sheriff's Office,New Roads Police Department,Local police department,22, , , , , ,Po Box 280, , ,New Rds,LA,Pointe Coupee,70760, , , , ,22077,"Po Box 280, New Rds, LA 70760",30.6955924,-91.4341766
Grant Parish Sheriff's Office,Rayne Police Department,Local police department,22, , , , , ,Po Box 69, , ,Rayne,LA,Acadia,70578, , , , ,22001,"Po Box 69, Rayne, LA 70578",30.234925,-92.2684617
Grant Parish Sheriff's Office,Scott Police Department,Local police department,22, , , , , ,Po Box 810, , ,Scott,LA,Lafayette,70583, , , , ,22055,"Po Box 810, Scott, LA 70583",30.2688747,-92.1155691
Grant Parish Sheriff's Office,Coushatta Tribal Police Department,Local police department,21, , , , , ,P.O. Box 818, , ,Elton,LA,Jefferson Davis,70532, , , , ,22053,"P.O. Box 818, Elton, LA 70532",30.4813125,-92.6956982
Grant Parish Sheriff's Office,Oakdale Police Department,Local police department,20, , , , , ,245 N. Second Avenue, , ,Oakdale,LA,Allen,71463, , , , ,22003,"245 N. Second Avenue, Oakdale, LA 71463",30.5190775,-91.5208624
Grant Parish Sheriff's Office,Vidalia Police Department,Local police department,20, , , , , ,602 John Dale Dr, , ,Vidalia,LA,Concordia,71373, , , , ,22029,"602 John Dale Dr, Vidalia, LA 71373",31.5653537,-91.4326055
Grant Parish Sheriff's Office,Marksville Police Department,Local police department,20, , , , , ,422 North Main St., , ,Marksville,LA,Avoyelles,71351, , , , ,22009,"422 North Main St., Marksville, LA 71351",31.1280286,-92.0651027
Grant Parish Sheriff's Office,Evangeline Parish Sheriff's Office,Sheriff's office,20, , , , , ,Courthouse Building,"200 Court St, Ste 100", ,Ville Platte,LA,Evangeline,70586, , , , ,22039,"Courthouse Building, Ville Platte, LA 70586",30.6879749,-92.2715157
Grant Parish Sheriff's Office,Northwestern State University of Louisiana Police,Special jurisdiction,20, , , , , ,College Ave, , ,Natchitoches,LA,Natchitoches,71497, , , , ,22069,"College Ave, Natchitoches, LA 71497",31.7545894,-93.1001788
Grant Parish Sheriff's Office,Louisiana Tech University Police,Special jurisdiction,19, , , , , ,P.O. Box 3003,P.O. BOX 3003, ,Ruston,LA,Lincoln,71272, , , , ,22061,"P.O. Box 3003, Ruston, LA 71272",32.531509,-92.6293223
Grant Parish Sheriff's Office,University of Louisiana at Lafayette Police,Special jurisdiction,19, , , , , ,Po Box 40794, , ,Lafayette,LA,Lafayette,70504, , , , ,22055,"Po Box 40794, Lafayette, LA 70504",30.2240897,-92.0198427
Grant Parish Sheriff's Office,Church Point Police Department,Local police department,18, , , , , ,102 North Main St., , ,Church Point,LA,Acadia,70525, , , , ,22001,"102 North Main St., Church Point, LA 70525",30.4057402,-92.2170506
Grant Parish Sheriff's Office,Catahoula Parish Sheriff's Office,Sheriff's office,18, , , , , ,Po Box 655, , ,Harrisonburg,LA,Catahoula,71340, , , , ,22025,"Po Box 655, Harrisonburg, LA 71340",31.7721106,-91.8215177
Grant Parish Sheriff's Office,University of Louisiana - Monroe Police,Special jurisdiction,18, , , , , ,605 N. Mcguire, , ,Monroe,LA,Ouachita,71209, , , , ,22073,"605 N. Mcguire, Monroe, LA 71209",32.527143,-92.0787827
Grant Parish Sheriff's Office,Ville Platte Police Department,Local police department,17, , , , , ,Po Box 477, , ,Ville Platte,LA,Evangeline,70586, , , , ,22039,"Po Box 477, Ville Platte, LA 70586",30.6879749,-92.2715157
Grant Parish Sheriff's Office,Kinder Police Department,Local police department,17, , , , , ,P.O. Drawer Ah, , ,Kinder,LA,Allen,70648, , , , ,22003,"P.O. Drawer Ah, Kinder, LA 70648",30.485479,-92.850703
Grant Parish Sheriff's Office,Mamou Police Department,Local police department,17, , , , , ,501 Main St., , ,Mamou,LA,Evangeline,70554, , , , ,22039,"501 Main St., Mamou, LA 70554",30.6303687,-92.4204853
Grant Parish Sheriff's Office,McNeese State University Police,Special jurisdiction,17, , , , , ,P.O Box 90540, , ,Lake Charles,LA,Calcasieu,70609, , , , ,22019,"P.O Box 90540, Lake Charles, LA 70609",30.2265949,-93.2173758
Grant Parish Sheriff's Office,Breaux Bridge Police Department,Local police department,16, , , , , ,101 Berard St., , ,Breaux Bridge,LA,St. Martin,70517, , , , ,22099,"101 Berard St., Breaux Bridge, LA 70517",30.2726953,-91.9008214
Grant Parish Sheriff's Office,Morse Police Department,Local police department,-9, , , , , ,Po Box 36, , ,Morse,LA,Acadia,70559, , , , ,22001,"Po Box 36, Morse, LA 70559",30.1218726,-92.4981911
Grant Parish Sheriff's Office,Columbia Police Department,Local police department,-9, , , , , ,Po Box 10, , ,Columbia,LA,Caldwell,71418, , , , ,22021,"Po Box 10, Columbia, LA 71418",32.0999887,-92.0803014
Grant Parish Sheriff's Office,Morganza Police Department,Local police department,-9, , , , , ,Po Box 66, , ,Morganza,LA,Pointe Coupee,70759, , , , ,22077,"Po Box 66, Morganza, LA 70759",30.738518,-91.5942819
Grant Parish Sheriff's Office,Chataignier Police Department,Local police department,-9, , , , , ,Po Box 265, , ,Chataignier,LA,Evangeline,70524, , , , ,22039,"Po Box 265, Chataignier, LA 70524",30.5686501,-92.3215754
Grant Parish Sheriff's Office,Sunset Police Department,Local police department,-9, , , , , ,139 Castille St., , ,Sunset,LA,St. Landry,70584, , , , ,22097,"139 Castille St., Sunset, LA 70584",30.4108314,-92.0660027
Grant Parish Sheriff's Office,Port Barre Police Dept,Local police department,-9, , , , , ,498 Saizan Ave., , ,Port Barre,LA,St. Landry,70577, , , , ,22097,"498 Saizan Ave., Port Barre, LA 70577",30.55600339999999,-91.9570409
Grant Parish Sheriff's Office,Marion Police Department,Local police department,-9, , , , , ,P.O. Box 158, , ,Marion,LA,Union,71260, , , , ,22111,"P.O. Box 158, Marion, LA 71260",32.9015214,-92.2420822
Grant Parish Sheriff's Office,Dubberly Police Department,Local police department,-9, , , , , ,1748 Brushwood Dr, , ,Dubberly,LA,Webster,71024, , , , ,22119,"1748 Brushwood Dr, Dubberly, LA 71024",32.541483,-93.236302
Grant Parish Sheriff's Office,Jonesville Police Department,Local police department,-9, , , , , ,1503 NC Hwy 67, , ,Jonesville,LA,Catahoula,71343, , , , ,22025,"1503 NC Hwy 67, Jonesville, LA 71343",31.6265595,-91.8181828
Grant Parish Sheriff's Office,Florien Police Department,Local police department,-9, , , , , ,Po Box 68, , ,Florien,LA,Sabine,71429, , , , ,22085,"Po Box 68, Florien, LA 71429",31.4437889,-93.4573959
Grant Parish Sheriff's Office,Bastrop Fire Department,Career,40,717 N Marable ST, ,Bastrop,LA,71220,717 N Marable ST, , ,Bastrop,LA,Morehouse,71220-2939,318-283-3353,318-283-7009,"Local (includes career, combination, and volunteer fire departments and fire districts)", , ,"717 N Marable ST, Bastrop, LA 71220-2939",32.783733,-91.92050840000002
Grant Parish Sheriff's Office,Bossier City Fire Department,Career,185,620 Benton RD, ,Bossier City,LA,71111, , ,PO Box 5337,Bossier City,LA,Bossier,71171-5337,318-741-8700,318-741-8739,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.bossiercity.org/Fire/, ," , Bossier City, LA 71171-5337",32.5170024,-93.7168371
Grant Parish Sheriff's Office,City of Alexandria Fire Department,Career,118,1000 Bolton AVE, ,Alexandria,LA,71301-6829,1000 Bolton AVE, , ,Alexandria,LA,Rapides,71301-6829,318-441-6600,318-441-6605,"Local (includes career, combination, and volunteer fire departments and fire districts)", , ,"1000 Bolton AVE, Alexandria, LA 71301-6829",31.3033104,-92.4533086
Grant Parish Sheriff's Office,City of Pineville Fire Department,Career,51,908 College DR, ,Pineville,LA,71360-6502,908 College DR, , ,Pineville,LA,Rapides,71360-6502,318-449-5665,318-449-5664,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.pineville.net/department/?fDD=8-0, ,"908 College DR, Pineville, LA 71360-6502",31.32318,-92.4307175
Grant Parish Sheriff's Office,DeRidder Fire Department,Career,19,200 S Jefferson ST, ,DeRidder,LA,70634,200 S Jefferson ST, , ,DeRidder,LA,Beauregard,70634-5089,337-462-8929,337-462-5230,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.cityofderidder.org/172/Fire-Department, ,"200 S Jefferson ST, DeRidder, LA 70634-5089",30.8451331,-93.2854274
Grant Parish Sheriff's Office,England Airpark Fire Dept,Career,24,1329 Billy Mitchell BLVD, ,Alexandria,LA,71303-5666,1329 Billy Mitchell BLVD, , ,Alexandria,LA,Rapides,71303-5666,318-448-5321, ,Regional/metropolitan transportation authority or airport fire department,https://www.englandairpark.org/, ,"1329 Billy Mitchell BLVD, Alexandria, LA 71303-5666",31.32153959999999,-92.5405321
Grant Parish Sheriff's Office,Fort Polk Fire & Emergency Services,Career,64,2100 Louisiana AVE,Bldg.1736 Fire Station # 1,Fort Polk,LA,71459, , ,PO Box 3221,Fort Polk,LA,Vernon,71459-0221,337-531-2026,337-531-6445,Federal government (Department of Defense fire department), , ," , Fort Polk, LA 71459-0221",31.0464824,-93.2048005
Grant Parish Sheriff's Office,Lafayette Fire Department,Career,263,300 E Vermilion ST, ,Lafayette,LA,70501-6934, , ,PO Box 90109,Lafayette,LA,Lafayette,70509-0109,337-291-8700,337-291-8787,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.lafayettela.gov/, ," , Lafayette, LA 70509-0109",30.24,-92.01
Grant Parish Sheriff's Office,Lake Charles Fire Department,Career,165,4200 Kirkman ST, ,Lake Charles,LA,70607-4606,4200 Kirkman ST, , ,Lake Charles,LA,Calcasieu,70607-4606,337-491-1360,337-491-1595,"Local (includes career, combination, and volunteer fire departments and fire districts)", , ,"4200 Kirkman ST, Lake Charles, LA 70607-4606",30.1812186,-93.2099809
Grant Parish Sheriff's Office,Monroe Fire Department,Career,182,1810 Martin Luther King Jr DR, ,Monroe,LA,71202-4518,1810 Martin Luther King Jr DR, , ,Monroe,LA,Ouachita,71202-4518,318-329-2474,318-329-4189,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.monroela.us/government/departments-divisions/fire-department, ,"1810 Martin Luther King Jr DR, Monroe, LA 71202-4518",32.485377,-92.0855734
Grant Parish Sheriff's Office,Natchitoches Fire Department,Career,44,578 2ND ST, ,Natchitoches,LA,71457-4646,578 2ND ST, , ,Natchitoches,LA,Natchitoches,71457-4646,318-357-3860,318-357-3868,"Local (includes career, combination, and volunteer fire departments and fire districts)", , ,"578 2ND ST, Natchitoches, LA 71457-4646",31.7608358,-93.0880958
Grant Parish Sheriff's Office,Ouachita Parish Fire Protection District #1,Career,189,1000 New Natchitoches RD, ,West Monroe,LA,71292, , ,PO Box 4343,Monroe,LA,Ouachita,71211-4343,318-325-1621,318-322-7139,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://ouachitafire.org/, ," , Monroe, LA 71211-4343",32.6,-92.02
Grant Parish Sheriff's Office,Rapides Parish Fire  District 2,Career,65,5104 Ransbottom DR, ,Alexandria,LA,71302, , ,PO Box 1150,Alexandria,LA,Rapides,71301-1150,318-445-8124,318-445-9196,"Local (includes career, combination, and volunteer fire departments and fire districts)", , ," , Alexandria, LA 71301-1150",31.3112936,-92.4451371
Grant Parish Sheriff's Office,Rural Metro Fire Department,Career,28,4401 Cities Service HWY, ,Westlake,LA,70669, , ,PO Box 2926,Sulphur,LA,Calcasieu,70664-2926,337-708-8175, ,Contract fire department, , ," , Sulphur, LA 70664-2926",30.2317874,-93.3507801
Grant Parish Sheriff's Office,Ruston Fire Department,Career,53,920 E Georgia AVE, ,Ruston,LA,71270-3937,920 E Georgia AVE, , ,Ruston,LA,Lincoln,71270-3937,318-251-8607, ,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.ruston.org/fire-department, ,"920 E Georgia AVE, Ruston, LA 71270-3937",32.532758,-92.6251153
Grant Parish Sheriff's Office,Saint Landry Parish Fire District 3,Career,47,887 Highway 749, ,Opelousas,LA,70570-1123,887 Highway 749, , ,Opelousas,LA,Saint Landry,70570-1123,337-948-3679,337-948-0947,"Local (includes career, combination, and volunteer fire departments and fire districts)", , ,"887 Highway 749, Opelousas, LA 70570-1123",30.5521439,-92.0901837
Grant Parish Sheriff's Office,Shreveport Fire Department,Career,600,263 N Common ST, ,Shreveport,LA,71101-2615,263 N Common ST, , ,Shreveport,LA,Caddo,71101-2615,318-673-6650,318-673-6656,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.shreveportla.gov/, ,"263 N Common ST, Shreveport, LA 71101-2615",32.520407,-93.7607634
Grant Parish Sheriff's Office,Sulphur Fire Department,Career,65,602 N Huntington ST, ,Sulphur,LA,70663, , ,PO Box 1309,Sulphur,LA,Calcasieu,70664-1309,337-527-4545,337-527-2427,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.sulphur.org/, ," , Sulphur, LA 70664-1309",30.2317874,-93.3507801
Grant Parish Sheriff's Office,Vidalia Fire Department,Career,26,204 Vernon Stevens BLVD, ,Vidalia,LA,71373-5001,204 Vernon Stevens BLVD, , ,Vidalia,LA,Concordia,71373-5001,318-336-6262,318-336-6264,"Local (includes career, combination, and volunteer fire departments and fire districts)", , ,"204 Vernon Stevens BLVD, Vidalia, LA 71373-5001",31.57886569999999,-91.4696051
Grant Parish Sheriff's Office,West Monroe Fire Department,Career,43,4341 Cypress ST, ,West Monroe,LA,71291-7403,4341 Cypress ST, , ,West Monroe,LA,Ouachita,71291-7403,318-397-0758,318-397-6939,"Local (includes career, combination, and volunteer fire departments and fire districts)", , ,"4341 Cypress ST, West Monroe, LA 71291-7403",32.5158959,-92.1716752
Hagerstown Police Department,Calvert County Sheriff's Office,Sheriff's office,110, , , , , ,30 Church St, , ,Prince Frederick,MD,Calvert,20678, , , , ,24009,"30 Church St, Prince Frederick, MD 20678",38.5385752,-76.5876715
Hagerstown Police Department,Hagerstown Police Department,Local police department,105, , , , , ,50 N. Burhans Blvd., , ,Hagerstown,MD,Washington,21740, , , , ,24043,"50 N. Burhans Blvd., Hagerstown, MD 21740",39.645748,-77.7261925
Hagerstown Police Department,Maryland National Capital Park Police - Prince George's County,Special jurisdiction,102, , , , , ,6700 Riverdale Road, , ,Riverdale,MD,Prince Georges,20737, , , , ,24033,"6700 Riverdale Road, Riverdale, MD 20737",38.9628012,-76.9024074
Hagerstown Police Department,Baltimore (City) Sheriff's Office,Sheriff's office,99, , , , , ,100 N Calvert St Ste 104, , ,Baltimore,MD,Baltimore City,21202, , , , ,24510,"100 N Calvert St Ste 104, Baltimore, MD 21202",39.290816,-76.61323399999999
Hagerstown Police Department,Washington County Sheriff's Office,Sheriff's office,94, , , , , ,399 Broadway, , ,Hagerstown,MD,Washington,21740, , , , ,24043,"399 Broadway, Hagerstown, MD 21740",39.6473856,-77.7132525
Hagerstown Police Department,University of Maryland - College Park Police,Special jurisdiction,90, , , , , ,Dept Of Public Safety Headquarters,Building 003, ,College Park,MD,Prince Georges,20742, , , , ,24033,"Dept Of Public Safety Headquarters, College Park, MD 20742",38.9896967,-76.93776
Hagerstown Police Department,Baltimore County Sheriff's Office,Sheriff's office,84, , , , , ,401 Bosley Ave, , ,Towson,MD,Baltimore,21204, , , , ,24005,"401 Bosley Ave, Towson, MD 21204",39.4004577,-76.6079651
Hagerstown Police Department,Anne Arundel County Sheriff's Office,Sheriff's office,73, , , , , ,"Po Box 507, Courthouse",7 Church Circle, ,Annapolis,MD,Anne Arundel,21401, , , , ,24003,"Po Box 507, Courthouse, Annapolis, MD 21401",38.979434,-76.4919706
Hagerstown Police Department,Maryland Department of General Services Police,Special jurisdiction,68, , , , , ,301 West Preston St, , ,Baltimore,MD,Baltimore City,21201, , , , ,24510,"301 West Preston St, Baltimore, MD 21201",39.301592,-76.62210139999999
Hagerstown Police Department,Carroll County Sheriff's Office,Sheriff's office,67, , , , , ,Po Box 291, , ,Westminster,MD,Carroll,21157, , , , ,24013,"Po Box 291, Westminster, MD 21157",39.5691599,-76.99717179999999
Hagerstown Police Department,University of Maryland - Baltimore Police,Special jurisdiction,62, , , , , ,214 N Pine Street, , ,Baltimore,MD,Baltimore City,21201, , , , ,24510,"214 N Pine Street, Baltimore, MD 21201",39.2917793,-76.6272335
Hagerstown Police Department,Laurel Police Department,Local police department,60, , , , , ,350 Municipal Square, , ,Laurel,MD,Prince Georges,20707, , , , ,24033,"350 Municipal Square, Laurel, MD 20707",39.1060425,-76.844566
Hagerstown Police Department,Rockville Police Department,Local police department,57, , , , , ,111 Maryland Avenue, , ,Rockville,MD,Montgomery,20850, , , , ,24031,"111 Maryland Avenue, Rockville, MD 20850",39.0817248,-77.15169550000002
Hagerstown Police Department,Greenbelt Police Department,Local police department,54, , , , , ,550 Crescent Road, , ,Greenbelt,MD,Prince Georges,20770, , , , ,24033,"550 Crescent Road, Greenbelt, MD 20770",39.0076241,-76.8911662
Hagerstown Police Department,Cumberland Police Department,Local police department,51, , , , , ,1509 E. Main St., , ,Cumberland,MD,Allegany,21501, , , , ,24001,"1509 E. Main St., Cumberland, MD 21501",39.6499704,-78.76004449999999
Hagerstown Police Department,Gaithersburg Police Department,Local police department,51, , , , , ,14 Fulks Corner Avenue, , ,Gaithersburg,MD,Montgomery,20877, , , , ,24031,"14 Fulks Corner Avenue, Gaithersburg, MD 20877",39.1399622,-77.1954288
