agency_name,agency_type,sworn_active_persnl,hq_addr1,hq_addr2,hq_city,hq_state,hq_zip,addr1,addr2,po_box,city,state,county,zip,hq_ph,hq_fax,org_type,website,fips,Full_Address,Latitude,Longitude
Rocky Mount Police Department,Local police department,143, , , , , ,Po Box 1180, , ,Rocky Mount,NC,Nash,27802, , , , ,37127,"Po Box 1180, Rocky Mount, NC 27802",35.9628234,-77.8529159
Fayette County Sheriff's Office,Sheriff's office,143, , , , , ,Po Box 509, , ,Fayetteville,GA,Fayette,30214, , , , ,13113,"Po Box 509, Fayetteville, GA 30214",33.473501,-84.5012435
Montgomery County Sheriff's Office,Sheriff's office,143, , , , , ,Po Box 432,200 Clark Dr, ,Rockville,MD,Montgomery,20850, , , , ,24031,"Po Box 432, Rockville, MD 20850",39.0839994,-77.1527813
San Angelo Police Department,Local police department,142, , , , , ,401 E Beauregard, , ,San Angelo,TX,Tom Green,76902, , , , ,48451,"401 E Beauregard, San Angelo, TX 76902",31.4637488,-100.4303135
Odessa Police Department,Local police department,142, , , , , ,205 N. Grant, , ,Odessa,TX,Ector,79761, , , , ,48135,"205 N. Grant, Odessa, TX 79761",31.8459008,-102.3689345
Baltimore City School Police Dept.,Special jurisdiction,142, , , , , ,200 E. North Avenue,Room 002, ,Baltimore,MD,Baltimore City,21202, , , , ,24510,"200 E. North Avenue, Baltimore, MD 21202",39.3119016,-76.6132013
Jefferson County Sheriff's Office,Sheriff's office,142, , , , , ,16001 State Route 7, , ,Beaumont,TX,Jefferson,77701, , , , ,48245,"16001 State Route 7, Beaumont, TX 77701",30.0887749,-94.1203406
Winnebago County Sheriff's Office,Sheriff's office,142, , , , , ,216 S Clark St,PO Box 66, ,Rockford,IL,Winnebago,61102, , , , ,17201,"216 S Clark St, Rockford, IL 61102",42.2133849,-89.1515476
Cuyahoga County Sheriff's Office,Sheriff's office,141, , , , , ,1215 W 3Rd St, , ,Cleveland,OH,Cuyahoga,44113, , , , ,39035,"1215 W 3Rd St, Cleveland, OH 44113",41.5016776,-81.69752629999999
Santa Clara Police Department,Local police department,141, , , , , ,601 El Camino Real, , ,Santa Clara,CA,Santa Clara,95050, , , , ,6085,"601 El Camino Real, Santa Clara, CA 95050",37.3537382,-121.938645
Kentucky Department of Fish & Wildlife,Special jurisdiction,140, , , , , ,#1 Sportsman Lane, , ,Frankfort,KY,Franklin,40601, , , , ,21073,"#1 Sportsman Lane, Frankfort, KY 40601",38.1739699,-84.9225184
Largo Police Department,Local police department,140, , , , , ,201 Highland Avenue, , ,Largo,FL,Pinellas,33770, , , , ,12103,"201 Highland Avenue, Largo, FL 33770",27.9193265,-82.77580239999999
Ocean County Sheriff's Office,Sheriff's office,140, , , , , ,Po Box 2191,120 Hooper Ave, ,Toms River,NJ,Ocean,8754, , , , ,34029,"Po Box 2191, Toms River, NJ 8754",39.9529325,-74.2008626
Illinois Department of Natural Resources,Special jurisdiction,140, , , , , ,1 Natural Resources Way, , ,Springfield,IL,Sangamon,62702, , , , ,17167,"1 Natural Resources Way, Springfield, IL 62702",39.8405032,-89.6465903
Maryland Transit Administration Police,Special jurisdiction,140, , , , , ,1040 Park Ave,Ste 306, ,Baltimore,MD,Baltimore City,21201, , , , ,24510,"1040 Park Ave, Baltimore, MD 21201",39.3035401,-76.6196831
Pine Bluff Police Department,Local police department,140, , , , , ,200 East 8Th Ave., , ,Pine Bluff,AR,Jefferson,71601, , , , ,5069,"200 East 8Th Ave., Pine Bluff, AR 71601",34.2205146,-92.0014593
Newport Beach Police Department,Local police department,140, , , , , ,870 Santa Barbara Drive, , ,Newport Beach,CA,Orange,92660, , , , ,6059,"870 Santa Barbara Drive, Newport Beach, CA 92660",33.6233866,-117.8806226
Lower Merion Township Police Dep,Local police department,139, , , , , ,71 E Lancaster Ave, , ,Ardmore,PA,Montgomery,19003, , , , ,42091,"71 E Lancaster Ave, Ardmore, PA 19003",40.006856,-75.288411
Kootenai County Sheriff's Office,Sheriff's office,139, , , , , ,5500 N Government Way,PO Box 9000, ,Coeur D Alene,ID,Kootenai,83816, , , , ,16055,"5500 N Government Way, Coeur D Alene, ID 83816",47.721284,-116.786212
Ada County Sheriff's Office,Sheriff's office,139, , , , , ,7200 Barrister Dr, , ,Boise,ID,Ada,83704, , , , ,16001,"7200 Barrister Dr, Boise, ID 83704",43.6081258,-116.2701351
San Diego Harbor Police,Special jurisdiction,139, , , , , ,3380 N. Harbor Dr, , ,San Diego,CA,San Diego,92101, , , , ,6073,"3380 N. Harbor Dr, San Diego, CA 92101",32.7285981,-117.1941636
Binghamton Police Department,Local police department,139, , , , , ,38 Hawley Street, , ,Binghamton,NY,Broome,13901, , , , ,36007,"38 Hawley Street, Binghamton, NY 13901",42.0964962,-75.91191909999999
North Dakota Highway Patrol,Primary state law enforcement agency,139, , , , , ,600 E. Boulevard Ave,Dpt 504, ,Bismarck,ND,Burleigh,58505, , , , ,38015,"600 E. Boulevard Ave, Bismarck, ND 58505",46.8209473,-100.7815645
Mercer County Sheriff's Office,Sheriff's office,139, , , , , ,906 Sw 3Rd St, , ,Trenton,NJ,Mercer,8608, , , , ,34021,"906 Sw 3Rd St, Trenton, NJ 8608",40.2052008,-74.7554081
Lewisville Police Department,Local police department,138, , , , , ,P O Box 299002, , ,Lewisville,TX,Denton,75029, , , , ,48121,"P O Box 299002, Lewisville, TX 75029",33.0440443,-97.0237605
Billings Police Department,Local police department,138, , , , , ,Po Box 1554, , ,Billings,MT,Yellowstone,59103, , , , ,30111,"Po Box 1554, Billings, MT 59103",45.7827229,-108.5033049
Kent Police Department,Local police department,138, , , , , ,319 South Water Street, , ,Kent,WA,King,98032, , , , ,53033,"319 South Water Street, Kent, WA 98032",47.3830671,-122.234771
Frederick Police Department,Local police department,138, , , , , ,100 W. Patrick Street, , ,Frederick,MD,Frederick,21701, , , , ,24021,"100 W. Patrick Street, Frederick, MD 21701",39.4136667,-77.412909
New Brunswick Police,Local police department,138, , , , , ,25 Kirkpatric Street, , ,New Brunswick,NJ,Middlesex,8901, , , , ,34023,"25 Kirkpatric Street, New Brunswick, NJ 8901",40.4933406,-74.446069
Wright County Sheriff's Office,Sheriff's office,138, , , , , ,719 2Nd St Sw,PO Box 348, ,Buffalo,MN,Wright,55313, , , , ,27171,"719 2Nd St Sw, Buffalo, MN 55313",45.1488539,-93.89818299999999
Coweta County Sheriff's Office,Sheriff's office,137, , , , , ,560 Greison Trl, , ,Newnan,GA,Coweta,30263, , , , ,13077,"560 Greison Trl, Newnan, GA 30263",33.3818052,-84.783293
Beverly Hills Police Department,Local police department,137, , , , , ,18600 W. 13 Mile Road, , ,Beverly Hills,CA,Los Angeles,90210, , , , ,6037,"18600 W. 13 Mile Road, Beverly Hills, CA 90210",34.0736204,-118.4003563
Ogden Police Department,Local police department,137, , , , , ,2186 Lincoln Avenue, , ,Ogden,UT,Weber,84401, , , , ,49057,"2186 Lincoln Avenue, Ogden, UT 84401",41.2277444,-111.9752614
Mount Pleasant Police Department,Local police department,137, , , , , ,P.O. Box 426, , ,Mount Pleasant,SC,Charleston,29464, , , , ,45019,"P.O. Box 426, Mount Pleasant, SC 29464",32.8234848,-79.8520818
Alabama Department of Conservation - Wildlife & Fisheries,Special jurisdiction,136, , , , , ,Post Office Box 301456, , ,Montgomery,AL,Montgomery,36130, , , , ,1101,"Post Office Box 301456, Montgomery, AL 36130",32.3777405,-86.2990026
Alamance County Sheriff's Office,Sheriff's office,136, , , , , ,109 S Maple St, , ,Graham,NC,Alamance,27253, , , , ,37001,"109 S Maple St, Graham, NC 27253",36.0684415,-79.4034501
Newton Police Department,Local police department,136, , , , , ,Po Box 385,2 Amesbury Road, ,Newton,MA,Middlesex,2465, , , , ,25017,"Po Box 385, Newton, MA 2465",42.3469147,-71.2220832
Baytown Police Department,Local police department,136, , , , , ,3200 North Main, , ,Baytown,TX,Harris,77521, , , , ,48201,"3200 North Main, Baytown, TX 77521",29.7562772,-94.96271519999999
Visalia Department of Public Safety,Local police department,136, , , , , ,303 S. Johnson Street, , ,Visalia,CA,Tulare,93291, , , , ,6107,"303 S. Johnson Street, Visalia, CA 93291",36.3282845,-119.2990642
Longmont Police Department,Local police department,136, , , , , ,225 Kimbark Street, , ,Longmont,CO,Boulder,80501, , , , ,8013,"225 Kimbark Street, Longmont, CO 80501",40.1631227,-105.1011364
Kissimmee Police Department,Local police department,136, , , , , ,8 North Stewart Street, , ,Kissimmee,FL,Osceola,34741, , , , ,12097,"8 North Stewart Street, Kissimmee, FL 34741",28.2924727,-81.4085353
Santa Barbara Police Department,Local police department,136, , , , , ,215 E. Figueroa Street, , ,Santa Barbara,CA,Santa Barbara,93101, , , , ,6083,"215 E. Figueroa Street, Santa Barbara, CA 93101",34.4252399,-119.7007966
Hamilton Police Department,Local police department,135, , , , , ,200 S Davis, , ,Hamilton,OH,Butler,45011, , , , ,39017,"200 S Davis, Hamilton, OH 45011",39.4392042,-84.5304161
Bloomfield Police,Local police department,135, , , , , ,12 E.Main Street,P. O. Box 411, ,Bloomfield,NJ,Essex,7003, , , , ,34013,"12 E.Main Street, Bloomfield, NJ 7003",40.7989068,-74.1885825
Roanoke County Police Department,Local police department,135, , , , , ,Cove Road,5925, ,Roanoke,VA,Roanoke,24019, , , , ,51161,"Cove Road, Roanoke, VA 24019",37.3123343,-79.9979956
Union Police,Local police department,135, , , , , ,981 Caldwell Avenue, , ,Union,NJ,Union,7083, , , , ,34039,"981 Caldwell Avenue, Union, NJ 7083",40.6968346,-74.27684409999999
New Jersey Department of Human Services Police,Special jurisdiction,135, , , , , ,P.O. Box 700, , ,Trenton,NJ,Mercer,8628, , , , ,34021,"P.O. Box 700, Trenton, NJ 8628",40.2697068,-74.82146929999999
Stark County Sheriff's Office,Sheriff's office,135, , , , , ,130 W Jefferson, , ,Canton,OH,Stark,44705, , , , ,39151,"130 W Jefferson, Canton, OH 44705",40.82953699999999,-81.3344408
Yakima Police Department,Local police department,134, , , , , ,200 S 3Rd Street, , ,Yakima,WA,Yakima,98901, , , , ,53077,"200 S 3Rd Street, Yakima, WA 98901",46.5995454,-120.5022338
Berkeley County Sheriff's Office,Sheriff's office,134, , , , , ,223 N Live Oak Dr, , ,Moncks Corner,SC,Berkeley,29461, , , , ,45015,"223 N Live Oak Dr, Moncks Corner, SC 29461",33.2002712,-80.0063369
Clark County Sheriff's Office,Sheriff's office,134, , , , , ,Po Box 296, , ,Springfield,OH,Clark,45502, , , , ,39023,"Po Box 296, Springfield, OH 45502",39.9242266,-83.8088171
Licking County Sheriff's Office,Sheriff's office,134, , , , , ,155 E Main St, , ,Newark,OH,Licking,43055, , , , ,39089,"155 E Main St, Newark, OH 43055",40.05876749999999,-82.3949319
East Hartford Police Department,Local police department,134, , , , , ,31 School Street, , ,East Hartford,CT,Hartford,6108, , , , ,9003,"31 School Street, East Hartford, CT 6108",41.7807875,-72.61228779999999
Ventura Police Department,Local police department,134, , , , , ,1425 Dowell Drive, , ,Ventura,CA,Ventura,93003, , , , ,6111,"1425 Dowell Drive, Ventura, CA 93003",34.2599016,-119.2234468
McHenry County Sheriff's Office,Sheriff's office,134, , , , , ,407 Main St. S#303, , ,Woodstock,IL,McHenry,60098, , , , ,17111,"407 Main St. S#303, Woodstock, IL 60098",42.3165305,-88.4474132
Jonesboro Police Department,Local police department,134, , , , , ,100 4Th St., , ,Jonesboro,AR,Craighead,72401, , , , ,5031,"100 4Th St., Jonesboro, AR 72401",35.8478682,-90.7083005
Anoka County Sheriff's Office,Sheriff's office,133, , , , , ,325 E Jackson St, , ,Anoka,MN,Anoka,55303, , , , ,27003,"325 E Jackson St, Anoka, MN 55303",45.19886959999999,-93.38603660000001
Federal Way Police Department,Local police department,133, , , , , ,33325 8Th Avenue South,PO BOX 9718, ,Federal Way,WA,King,98063, , , , ,53033,"33325 8Th Avenue South, Federal Way, WA 98063",47.3039373,-122.3266247
Round Rock Police Department,Local police department,133, , , , , ,2701 N. Mays St., , ,Round Rock,TX,Williamson,78665, , , , ,48491,"2701 N. Mays St., Round Rock, TX 78665",30.5408259,-97.6870314
Decatur Police Department,Local police department,133, , , , , ,114 N Phelps St, , ,Decatur,AL,Morgan,35602, , , , ,1103,"114 N Phelps St, Decatur, AL 35602",34.6059253,-86.9833417
Port of Los Angeles Police,Special jurisdiction,133, , , , , ,425 S. Palos Verdes St, , ,San Pedro,CA,Los Angeles,90731, , , , ,6037,"425 S. Palos Verdes St, San Pedro, CA 90731",33.7406966,-118.28192
Chicopee Police Department,Local police department,133, , , , , ,110 Church St, , ,Chicopee,MA,Hampden,2120, , , , ,25013,"110 Church St, Chicopee, MA 2120",42.1561621,-72.5848314
Terre Haute Police,Local police department,133, , , , , ,1211 Wabash Avenue, , ,Terre Haute,IN,Vigo,47807, , , , ,18167,"1211 Wabash Avenue, Terre Haute, IN 47807",39.4673956,-87.398669
Biloxi Police Department,Local police department,133, , , , , ,Post Office Drawer 1904, , ,Biloxi,MS,Harrison,39533, , , , ,28047,"Post Office Drawer 1904, Biloxi, MS 39533",30.3951021,-88.8857069
Gaston County Police Department,Local police department,133, , , , , ,Po Box 1578, , ,Gastonia,NC,Gaston,28053, , , , ,37071,"Po Box 1578, Gastonia, NC 28053",35.2637147,-81.185756
Washtenaw County Sheriff's Office,Sheriff's office,133, , , , , ,2201 Hogback Rd, , ,Ann Arbor,MI,Washtenaw,48105, , , , ,26161,"2201 Hogback Rd, Ann Arbor, MI 48105",42.2553779,-83.6789423
Monmouth County Prosecutor's Chief,Special jurisdiction,133, , , , , ,132 A. Jerseyville Avenue, , ,Freehold,NJ,Monmouth,7728, , , , ,34025,"132 A. Jerseyville Avenue, Freehold, NJ 7728",40.2500887,-74.2653414
Linden Police,Local police department,133, , , , , ,P.O. Box 324, , ,Linden,NJ,Union,7036, , , , ,34039,"P.O. Box 324, Linden, NJ 7036",40.6216016,-74.22967129999999
Marietta Police Department,Local police department,133, , , , , ,101 W. Main, , ,Marietta,GA,Cobb,30060, , , , ,13067,"101 W. Main, Marietta, GA 30060",33.95260200000001,-84.5499327
Valdosta Police Department,Local police department,133, , , , , ,500 N. Toombs Street, , ,Valdosta,GA,Lowndes,31601, , , , ,13185,"500 N. Toombs Street, Valdosta, GA 31601",30.8347373,-83.2831343
Columbia County Sheriff's Office,Sheriff's office,132, , , , , ,4917 Us Highway 90, , ,Lake City,FL,Columbia,32025, , , , ,12023,"4917 Us Highway 90, Lake City, FL 32025",30.1904431,-82.5574017
Lakewood Police,Local police department,132, , , , , ,231 Third Street,Box 540, ,Lakewood,NJ,Ocean,8701, , , , ,34029,"231 Third Street, Lakewood, NJ 8701",40.093489,-74.21335959999999
West Allis Police Department,Local police department,132, , , , , ,11301 West Lincoln Avenue, , ,West Allis,WI,Milwaukee,53227, , , , ,55079,"11301 West Lincoln Avenue, West Allis, WI 53227",43.0019326,-88.0532319
Clark County Sheriff's Office,Sheriff's office,132, , , , , ,Po Box 296, , ,Vancouver,WA,Clark,98666, , , , ,53011,"Po Box 296, Vancouver, WA 98666",45.63,-122.67
Richardson Police Department,Local police department,132, , , , , ,P. O. Box 831078, , ,Richardson,TX,Dallas,75083, , , , ,48113,"P. O. Box 831078, Richardson, TX 75083",32.9584225,-96.7317083
Temple Police Department,Local police department,132, , , , , ,Post Office Box 160, , ,Temple,TX,Bell,76501, , , , ,48027,"Post Office Box 160, Temple, TX 76501",31.082147,-97.24371049999999
Upper Darby Township Police Department,Local police department,131, , , , , ,7236 West Chester Pike, , ,Upper Darby,PA,Delaware,19082, , , , ,42045,"7236 West Chester Pike, Upper Darby, PA 19082",39.96292469999999,-75.2662227
Davidson County Sheriff's Office,Sheriff's office,131, , , , , ,Po Box 513, , ,Lexington,NC,Davidson,27293, , , , ,37057,"Po Box 513, Lexington, NC 27293",35.73999999999999,-80.2099999
Dona Ana County Sheriff's Office,Sheriff's office,131, , , , , ,Ste A,750 N. Motel Blvd., ,Las Cruces,NM,Dona Ana,88007, , , , ,35013,"Ste A, Las Cruces, NM 88007",32.3495477,-106.7877207
Sanford Police Department,Local police department,131, , , , , ,Po Box 3729, , ,Sanford,FL,Seminole,32771, , , , ,12117,"Po Box 3729, Sanford, FL 32771",28.800557,-81.30693149999999
Sugar Land Police Department,Local police department,130, , , , , ,PO BOX 110, , ,Sugar Land,TX,Fort Bend,77478, , , , ,48157,"PO BOX 110, Sugar Land, TX 77478",29.6185208,-95.6090009
"Washingon Department of Fish & Wildlife, Enforcement",Special jurisdiction,130, , , , , ,600 Capital Way North, , ,Olympia,WA,Thurston,98501, , , , ,53067,"600 Capital Way North, Olympia, WA 98501",47.0494558,-122.901975
Schaumburg Police Dept,Local police department,130, , , , , ,1000 W. Schaumburg Road, , ,Schaumburg,IL,Cook,60194, , , , ,17031,"1000 W. Schaumburg Road, Schaumburg, IL 60194",42.0279009,-88.10382080000001
Norman Police Department,Local police department,130, , , , , ,201-B West Gray, , ,Norman,OK,Cleveland,73069, , , , ,40027,"201-B West Gray, Norman, OK 73069",35.2229932,-97.446108
Frisco Police Department,Local police department,130, , , , , ,7200 Stonebrook Parkway, , ,Frisco,TX,Collin,75034, , , , ,48085,"7200 Stonebrook Parkway, Frisco, TX 75034",33.1341949,-96.822718
Somerville Police Department,Local police department,130, , , , , ,117 W. North St., , ,Somerville,MA,Middlesex,2143, , , , ,25017,"117 W. North St., Somerville, MA 2143",42.4112418,-71.1277668
Boone County Sheriff's Office,Sheriff's office,130, , , , , ,400 E Prospect Ave, , ,Burlington,KY,Boone,41005, , , , ,21015,"400 E Prospect Ave, Burlington, KY 41005",39.02756,-84.7241133
Flagler County Sheriff's Office,Sheriff's office,130, , , , , ,1001 Justice Ln, , ,Bunnell,FL,Flagler,32110, , , , ,12035,"1001 Justice Ln, Bunnell, FL 32110",29.459752,-81.262728
Highlands County Sheriff's Office,Sheriff's office,130, , , , , ,434 Fernleaf Ave, , ,Sebring,FL,Highlands,33870, , , , ,12055,"434 Fernleaf Ave, Sebring, FL 33870",27.4935106,-81.43594949999999
Troy Police Department,Local police department,129, , , , , ,P.O. Box 246, , ,Troy,MI,Oakland,48084, , , , ,26125,"P.O. Box 246, Troy, MI 48084",42.5586572,-83.18097759999999
Lawrence Police Department,Local police department,129, , , , , ,90 Lowell St, , ,Lawrence,KS,Douglas,66049, , , , ,20045,"90 Lowell St, Lawrence, KS 66049",38.9716689,-95.2352501
Farmington Police Department,Local police department,129, , , , , ,531 Main Street, , ,Farmington,NM,San Juan,87401, , , , ,35045,"531 Main Street, Farmington, NM 87401",36.72901179999999,-108.2108559
Douglas County Sheriff's Office,Sheriff's office,129, , , , , ,6856 Broad St, , ,Omaha,NE,Douglas,68116, , , , ,31055,"6856 Broad St, Omaha, NE 68116",41.30652389999999,-96.1633042
Brookline Police Department,Local police department,129, , , , , ,350 Washington St, , ,Brookline,MA,Norfolk,2445, , , , ,25021,"350 Washington St, Brookline, MA 2445",42.3337251,-71.1214099
Tangipahoa Parish Sheriff's Office,Sheriff's office,129, , , , , ,15475 Club Deluxe Rd, , ,Hammond,LA,Tangipahoa,70403, , , , ,22105,"15475 Club Deluxe Rd, Hammond, LA 70403",30.4769004,-90.4678149
Erie County Sheriff's Office,Sheriff's office,129, , , , , ,10 Delaware Ave, , ,Buffalo,NY,Erie,14202, , , , ,36029,"10 Delaware Ave, Buffalo, NY 14202",42.8840881,-78.87913139999999
Fulton County Police Department,Local police department,129, , , , , ,130 Peachtree St.S.W., , ,Atlanta,GA,Fulton,30303, , , , ,13121,"130 Peachtree St.S.W., Atlanta, GA 30303",33.7513039,-84.3922613
Cheektowaga Town Police Department,Local police department,129, , , , , ,3223 Union Road, , ,Cheektowaga,NY,Erie,14227, , , , ,36029,"3223 Union Road, Cheektowaga, NY 14227",42.9016238,-78.75339369999999
Sarpy County Sheriff's Office,Sheriff's office,129, , , , , ,1208 Golden Gate Dr, , ,Papillion,NE,Sarpy,68046, , , , ,31153,"1208 Golden Gate Dr, Papillion, NE 68046",41.14162690000001,-96.0418207
Gresham Police Department,Local police department,129, , , , , ,1333 Nw Eastman Parkway, , ,Gresham,OR,Multnomah,97030, , , , ,41051,"1333 Nw Eastman Parkway, Gresham, OR 97030",45.5065788,-122.4358265
Clarke County Sheriff's Office,Sheriff's office,128, , , , , ,220 Town Line Rd,PO Box 537, ,Athens,GA,Clarke,30601, , , , ,13059,"220 Town Line Rd, Athens, GA 30601",34.00684500000001,-83.3468784
Lafayette Police,Local police department,128, , , , , ,20 North 6Th Street, , ,Lafayette,IN,Tippecanoe,47901, , , , ,18157,"20 North 6Th Street, Lafayette, IN 47901",40.4178621,-86.8909386
Robeson County Sheriff's Office,Sheriff's office,128, , , , , ,120 Legend Rd, , ,Lumberton,NC,Robeson,28358, , , , ,37155,"120 Legend Rd, Lumberton, NC 28358",34.5852718,-79.0523122
Linn County Sheriff's Office,Sheriff's office,128, , , , , ,Po Box 350,107 South 4th, ,Albany,OR,Linn,97321, , , , ,41043,"Po Box 350, Albany, OR 97321",44.6365107,-123.1059282
Henderson County Sheriff's Office,Sheriff's office,128, , , , , ,Po Box 228, , ,Hendersonville,NC,Henderson,28792, , , , ,37089,"Po Box 228, Hendersonville, NC 28792",35.3187279,-82.4609528
Fargo Police Department,Local police department,127, , , , , ,Po Box 150, , ,Fargo,ND,Cass,58107, , , , ,38017,"Po Box 150, Fargo, ND 58107",46.88,-96.78999999999999
Springfield Police Department,Local police department,127, , , , , ,Po Box 31, , ,Springfield,OH,Clark,45502, , , , ,39023,"Po Box 31, Springfield, OH 45502",39.9242266,-83.8088171
Henry County Sheriff's Office,Sheriff's office,127, , , , , ,3250 Kings Mountain Rd, , ,Mcdonough,GA,Henry,30253, , , , ,13151,"3250 Kings Mountain Rd, Mcdonough, GA 30253",33.4473361,-84.1468616
Brick Township Police,Local police department,127, , , , , ,401 Chambersbridge Rd., , ,Brick,NJ,Ocean,8723, , , , ,34029,"401 Chambersbridge Rd., Brick, NJ 8723",40.0754346,-74.1523674
Barrow County Sheriff's Office,Sheriff's office,127, , , , , ,30 N Broad St, , ,Winder,GA,Barrow,30680, , , , ,13013,"30 N Broad St, Winder, GA 30680",33.9923013,-83.72195889999999
Brazoria County Sheriff's Office,Sheriff's office,127, , , , , ,3602 County Rd 45, , ,Angleton,TX,Brazoria,77515, , , , ,48039,"3602 County Rd 45, Angleton, TX 77515",29.2438635,-95.4088103
Surprise Police Department,Local police department,127, , , , , ,"14250 W. Statler Plaza, Ste 103", , ,Surprise,AZ,Maricopa,85374, , , , ,4013,"14250 W. Statler Plaza, Ste 103, Surprise, AZ 85374",33.6297375,-112.3654922
Whittier Police Department,Local police department,127, , , , , ,7315 S. Painter Avenue, , ,Whittier,CA,Los Angeles,90602, , , , ,6037,"7315 S. Painter Avenue, Whittier, CA 90602",33.9743041,-118.0328081
Simi Valley Police Department,Local police department,127, , , , , ,3901 Alamo Street, , ,Simi Valley,CA,Ventura,93063, , , , ,6111,"3901 Alamo Street, Simi Valley, CA 93063",34.2872211,-118.7193559
Catawba County Sheriff's Office,Sheriff's office,126, , , , , ,100 Southwest Blvd Bldg B, , ,Newton,NC,Catawba,28658, , , , ,37035,"100 Southwest Blvd Bldg B, Newton, NC 28658",35.66216,-81.2320699
Hattiesburg Police Department,Local police department,126, , , , , ,One Government Plaza, , ,Hattiesburg,MS,Forrest,39401, , , , ,28035,"One Government Plaza, Hattiesburg, MS 39401",31.1942138,-89.2345603
Danville Police Department,Local police department,126, , , , , ,410 W. Main St., , ,Danville,VA,Pittsylvania,24543, , , , ,51143,"410 W. Main St., Danville, VA 24543",36.5773425,-79.4128341
Franklin Police Department,Local police department,126, , , , , ,9455 West Loomis Road, , ,Franklin,TN,Williamson,37064, , , , ,47187,"9455 West Loomis Road, Franklin, TN 37064",35.9889783,-86.8696743
Sioux City Police Department,Local police department,126, , , , , ,601 Douglas St, , ,Sioux City,IA,Woodbury,51101, , , , ,19193,"601 Douglas St, Sioux City, IA 51101",42.496607,-96.4068207
Roseville Police Department,Local police department,126, , , , , ,29753 Gratiot, , ,Roseville,CA,Placer,95678, , , , ,6061,"29753 Gratiot, Roseville, CA 95678",38.7521235,-121.2880059
Fort Pierce Police Department,Local police department,126, , , , , ,Post Office Box 1149, , ,Fort Pierce,FL,St. Lucie,34954, , , , ,12111,"Post Office Box 1149, Fort Pierce, FL 34954",27.4471979,-80.3416419
Elk Grove Police Department,Local police department,126, , , , , ,8400 Laguna Palms Way, , ,Elk Grove,CA,Sacramento,95758, , , , ,6067,"8400 Laguna Palms Way, Elk Grove, CA 95758",38.4172181,-121.3948087
Winnebago County Sheriff's Office,Sheriff's office,126, , , , , ,216 S Clark St,PO Box 66, ,Oshkosh,WI,Winnebago,54901, , , , ,55139,"216 S Clark St, Oshkosh, WI 54901",44.0291228,-88.49849909999999
Montgomery County Sheriff's Office,Sheriff's office,126, , , , , ,Po Box 432,200 Clark Dr, ,Montgomery,AL,Montgomery,36103, , , , ,1101,"Po Box 432, Montgomery, AL 36103",32.37,-86.3
Franklin Township Police,Local police department,125, , , , , ,495 Demott Lane, , ,Somerset,NJ,Somerset,8873, , , , ,34035,"495 Demott Lane, Somerset, NJ 8873",40.49931979999999,-74.5254601
Aiken County Sheriff's Office,Sheriff's office,125, , , , , ,420 Hampton Ave Ne, , ,Aiken,SC,Aiken,29801, , , , ,45003,"420 Hampton Ave Ne, Aiken, SC 29801",33.5671774,-81.71065759999999
Rio Rancho Department of Public Safety,Local police department,125, , , , , ,500 Quantum Road, , ,Rio Rancho,NM,Sandoval,87124, , , , ,35043,"500 Quantum Road, Rio Rancho, NM 87124",35.266221,-106.6336434
Mission Police Department,Local police department,125, , , , , ,Po Box 337,121 S. Main, ,Mission,TX,Hidalgo,78572, , , , ,48215,"Po Box 337, Mission, TX 78572",26.2159066,-98.32529319999999
Kauai (County) Police Department,Local police department,125, , , , , ,"3990 Kaana St., Suite 200", , ,Lihue,HI,Kauai,96766, , , , ,15007,"3990 Kaana St., Suite 200, Lihue, HI 96766",21.9769704,-159.3549381
Temple University Campus Police Dept,Special jurisdiction,125, , , , , ,1101 W. Montgomery Ave., , ,Philadelphia,PA,Philadelphia,19122, , , , ,42101,"1101 W. Montgomery Ave., Philadelphia, PA 19122",39.9799861,-75.1534683
Pitt County Sheriff's Office,Sheriff's office,125, , , , , ,Po Box 528, , ,Greenville,NC,Pitt,27835, , , , ,37147,"Po Box 528, Greenville, NC 27835",35.61,-77.36999999999999
Livingston Parish Sheriff's Office,Sheriff's office,125, , , , , ,Po Box 850,20180 Iowa St, ,Livingston,LA,Livingston,70754, , , , ,22063,"Po Box 850, Livingston, LA 70754",30.5021345,-90.7478737
Wayne County Airport Authority Police,Special jurisdiction,125, , , , , ,10250 Middlebelt Road, , ,Detroit,MI,Wayne,48242, , , , ,26163,"10250 Middlebelt Road, Detroit, MI 48242",42.2302159,-83.3288724
Salt River Tribal Police Department,Local police department,125, , , , , ,10005 East Osborn Road, , ,Scottsdale,AZ,Maricopa,85256, , , , ,4013,"10005 East Osborn Road, Scottsdale, AZ 85256",33.4871877,-111.8634933
Rochester Police Department,Local police department,125, , , , , ,P. O. Box 186, , ,Rochester,MN,Olmsted,55904, , , , ,27109,"P. O. Box 186, Rochester, MN 55904",43.95624919999999,-92.4208713
Elkhart Police,Local police department,124, , , , , ,175 Waterfall Drive, , ,Elkhart,IN,Elkhart,46516, , , , ,18039,"175 Waterfall Drive, Elkhart, IN 46516",41.6842674,-85.9691708
Allen County Sheriff's Office,Sheriff's office,124, , , , , ,333 N Main St,PO Box 1243, ,Fort Wayne,IN,Allen,46802, , , , ,18003,"333 N Main St, Fort Wayne, IN 46802",41.0644747,-85.17385759999999
